"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"KS-2015","KS","2015",10.6885,56.8,7.4,1.13611725683811,1.25468831173549,0.00676502258958181,0.00716088679455448,2911,46597,1.112,58.3,7.8
"KS-2016","KS","2016",10.686,55.1,7.11,1.16389424335451,1.25299072075684,0.00753773286196111,0.00567640583658794,2913,46718,1.114,56.8,7.4
"KS-2017","KS","2017",10.3215,50.8,6.91,1.20440933954779,1.25959444791174,0.00678812571123424,0.0054541367598313,2911,48272,1.123,55.1,7.11
"KS-2018","KS","2018",10.2685,51.9,7.16,1.19617503755056,1.28333195398494,0.0063505812504634,0.00559172372292845,2913,50283,1.126,50.8,6.91
"KS-2019","KS","2019",10.396,50.2,7.06,1.21176658149144,1.2833810875563,0.00703493435364332,0.00544328551401005,2913,52127,1.129,51.9,7.16
"KS-2020","KS","2020",10.3995,48.1,6.75,1.2437098713827,1.28183965572382,0.00633632968120012,0.00451277904138261,2938,55041,1.17,50.2,7.06
"KY-1998","KY","1998",9.7945,78.8,11.44,1.02539509732652,1.12295929665661,0.00395723443075689,0.0189011728299469,3985,22433,1.204,NA,NA
"KY-1999","KY","1999",NA,78.68,11.67,1.02121279058174,1.12415671321556,0.00395871261554473,0.0167924505763089,4018,23189,1.208,78.8,11.44
"KY-2000","KY","2000",10.164,78.96,11.9,1.02012961148729,1.1299060588544,0.00350354401972033,0.014967055819782,4049,24815,1.234,78.68,11.67
"KY-2001","KY","2001",10.192,79.03,12.07,1.02921541450212,1.11825260837299,0.0041708216902672,0.0160768453164814,4068,25564,1.209,78.96,11.9
"KY-2002","KY","2002",10.192,78.2,12.78,1.03270850244144,1.11867883323574,0.0050785821720975,0.0158295322637152,4090,26053,1.168,79.03,12.07
"KY-2003","KY","2003",10.249,78.2,12.02,1.03665173753844,1.12027720771241,0.00533354772256166,0.0146811985486588,4117,26661,1.196,78.2,12.78
"KY-2004","KY","2004",10.2535,78.4,12.14,1.03562907682614,1.11679548515514,0.00487777555896852,0.015149716937322,4146,28030,1.15,78.2,12.02
"KY-2005","KY","2005",10.3225,78.2,11.79,1.03702512688305,1.11934067883363,0.00371648427674997,0.0170182856388133,4183,29104,1.132,78.4,12.14
"KY-2006","KY","2006",10.3105,79,11.44,1.03486607085091,1.10807795173156,0.00390882790981455,0.0185860984451678,4219,30476,1.153,78.2,11.79
"KY-2007","KY","2007",10.2695,78.7,11.72,1.03219904508453,1.11539018472135,0.00427493798954693,0.0174695994735879,4257,31529,1.096,79,11.44
"KY-2008","KY","2008",10.28,78.9,11.55,1.03559658301487,1.11611305491896,0.00383057149190964,0.0200754592660266,4290,32830,1.087,78.7,11.72
"KY-2009","KY","2009",NA,77.8,11.58,1.04405617954244,1.11100225878647,0.00380731714196388,0.0208733173140354,4317,32198,1.125,78.9,11.55
"KY-2010","KY","2010",NA,77.3,11.53,1.04219612573512,1.11935489830042,0.00356090169976772,0.0204174262638272,4348,33187,1.129,77.8,11.58
"KY-2011","KY","2011",NA,77.1,11.01,1.04675324004083,1.11838482510886,0.0029859095211867,0.021120918621665,4371,34607,1.122,77.3,11.53
"KY-2012","KY","2012",NA,76.3,10.67,1.04226783184844,1.12244353519855,0.00403875016807632,0.0175797479874609,4388,35631,1.148,77.1,11.01
"KY-2013","KY","2013",NA,76.3,10.14,1.05239433070456,1.12800991914894,0.00405247463902588,0.0150122980648452,4407,35759,1.171,76.3,10.67
"KY-2014","KY","2014",NA,75.8,9.8,1.05432146368086,1.1474191613771,0.00399436230372352,0.0136755371772417,4417,37226,1.151,76.3,10.14
"KY-2015","KY","2015",NA,74.9,9.45,1.05169888329441,1.16010508401459,0.00320087114367838,0.0109782285877704,4429,38768,1.136,75.8,9.8
"KY-2016","KY","2016",NA,74.2,9.25,1.05393126754742,1.16435421390501,0.00353418644176651,0.00773084427377352,4440,39321,1.155,74.9,9.45
"KY-2017","KY","2017",NA,72.2,8.93,1.06226029995244,1.17861860523923,0.00345890644804555,0.0077150213511987,4456,40404,1.134,74.2,9.25
"KY-2018","KY","2018",10.785,71.5,9.28,1.05953230190497,1.20453075361554,0.00315741565016891,0.00766669617025085,4464,41658,1.102,72.2,8.93
"KY-2019","KY","2019",10.796,70.2,8.87,1.05938165427164,1.2109358117934,0.00245103022696998,0.00727631079776884,4472,43445,1.137,71.5,9.28
"KY-2020","KY","2020",10.798,69,8.41,1.06358594471078,1.21688958874709,0.00260537423235757,0.0051400076724417,4507,47026,1.151,70.2,8.87
"LA-1998","LA","1998",10.2895,51.1,19.5,1.03644835893696,1.41479654454794,0.00311789533252334,0.0486623551875119,4440,22265,1.228,NA,NA
"LA-1999","LA","1999",10.276,51.06,19,1.03686686760273,1.38701096340036,0.00314125316582499,0.0412494381964272,4461,22677,1.215,51.1,19.5
"LA-2000","LA","2000",10.251,50.69,21.05,1.03287135507746,1.3754377878801,0.00302228027306029,0.0413873060200084,4472,23907,1.155,51.06,19
"LA-2001","LA","2001",10.2575,51.35,18.33,1.03560382974795,1.35236045474268,0.0031403266480319,0.046498438168735,4478,25630,1.157,50.69,21.05
"LA-2002","LA","2002",10.2435,50.9,18.58,1.03641124819834,1.37276653583939,0.0030111749136131,0.0418551480925528,4497,26281,1.172,51.35,18.33
"LA-2003","LA","2003",10.2955,52,17.18,1.04006519292233,1.35520089163842,0.0021238909305302,0.0409218728520166,4521,26987,1.149,50.9,18.58
"LA-2004","LA","2004",10.2715,50.9,17.24,1.04730471648753,1.34726984343019,0.00265354116193594,0.0385886558694743,4552,27983,1.164,52,17.18
"LA-2005","LA","2005",10.2745,51.6,15.56,1.03939468936737,1.35476259779665,0.00224018372636221,0.0401860493216097,4577,29970,1.19,50.9,17.24
"LA-2006","LA","2006",10.2715,51.7,16.4,1.03743175913645,1.33448330675727,0.00214634870103192,0.0453821581067013,4303,33627,1.185,51.6,15.56
"LA-2007","LA","2007",10.24,50.8,18.61,1.03545151656315,1.33371947121659,0.00219402336922013,0.0461635007908067,4376,36208,1.157,51.7,16.4
"LA-2008","LA","2008",10.3895,49.8,18.21,1.02713354763041,1.32398174398966,0.00186091381002774,0.0510932882083882,4436,38328,1.111,50.8,18.61
"LA-2009","LA","2009",10.3825,49.5,17.07,1.02955027757752,1.32595687480499,0.00190776187486696,0.046632600546535,4492,36803,1.128,49.8,18.21
"LA-2010","LA","2010",10.3895,50.5,16.71,1.03260010987684,1.3595358406524,0.00192978798053628,0.0478137760999227,4545,38067,1.166,49.5,17.07
"LA-2011","LA","2011",10.425,51.2,17.61,1.03265655216682,1.37113824615945,0.00160346438371266,0.0497734338158466,4576,38966,1.118,50.5,16.71
"LA-2012","LA","2012",10.4915,50.2,17.03,1.03263008196006,1.39567270867379,0.00235152723881504,0.0514352947325635,4602,40662,1.11,51.2,17.61
"LA-2013","LA","2013",10.5015,49.4,17.16,1.03867431081137,1.38393408136968,0.00178802571702785,0.0508406433812079,4626,40997,1.09,50.2,17.03
"LA-2014","LA","2014",10.5015,48.9,16.74,1.04399854836336,1.39264639451017,0.00134964655518103,0.0510298915771575,4646,42533,1.142,49.4,17.16
"LA-2015","LA","2015",10.5015,48.8,16.79,1.04046554279282,1.40755369410701,0.00195119902191968,0.0442903294210169,4667,42484,1.105,48.9,16.74
"LA-2016","LA","2016",10.532,48.3,17.65,1.04370612326307,1.4262687244002,0.00160817768266534,0.0352307780840171,4681,42132,1.069,48.8,16.79
"LA-2017","LA","2017",10.5405,48.4,18.03,1.03839354944646,1.40786272898127,0.00165121355431665,0.0311547575784548,4674,43486,1.066,48.3,17.65
"LA-2018","LA","2018",10.537,47.8,17.9,1.03789402058749,1.43919863252371,0.00159622599346646,0.0327519366355726,4664,45464,1.097,48.4,18.03
"LA-2019","LA","2019",10.5515,47.7,18.07,1.03514272720226,1.45851002830544,0.00116374865466209,0.0338381850894231,4658,47009,1.112,47.8,17.9
"LA-2020","LA","2020",10.657,45.1,19.23,1.03448086251906,1.45812291701232,0.00121458596889469,0.0288554499484948,4652,50243,1.134,47.7,18.07
"MA-1998","MA","1998",8.949,61.4,4.53,1.04650620498219,1.25702183263004,0.000734437090453012,0.000486653842448703,6272,32767,1.14,NA,NA
"MA-1999","MA","1999",8.956,61.66,4.37,1.04492927983674,1.24903632358568,0.000611359516585345,0.000462020765480605,6317,34767,1.145,61.4,4.53
"MA-2000","MA","2000",8.9585,61.19,4.29,1.04523045647201,1.23293154384966,0.000626699863125563,0.000412111563662219,6361,38381,1.087,61.66,4.37
"MA-2001","MA","2001",8.948,62.18,4.18,1.03164406345029,1.24001642751622,0.000631628904196898,0.000442076312891395,6398,39711,1.085,61.19,4.29
"MA-2002","MA","2002",8.9465,61.8,4.23,1.03052047305299,1.26374216838558,0.000803669986902406,NA,6417,39419,1.087,62.18,4.18
"MA-2003","MA","2003",8.948,62.5,4.06,1.03363249339931,1.27681533948019,0.000714987314112217,NA,6423,40158,1.073,61.8,4.23
"MA-2004","MA","2004",8.9485,61.9,3.95,1.03456534814003,1.2560810274081,0.000661036002522153,0.000573538621361691,6412,42242,1.078,62.5,4.06
"MA-2005","MA","2005",8.946,62.3,3.89,1.03122830120915,1.25695292443167,0.000518308349907059,0.000565743898752487,6403,44061,1.087,61.9,3.95
"MA-2006","MA","2006",8.946,60.6,3.62,1.04342248616853,1.26384037219872,0.000550015657711741,0.00053418861865117,6410,47311,1.12,62.3,3.89
"MA-2007","MA","2007",8.93,61.3,3.59,1.04088406580294,1.28728229591571,0.000601075632341098,0.000442025814993782,6432,49662,1.076,60.6,3.62
"MA-2008","MA","2008",8.9385,59.9,3.46,1.04217633158266,1.28920365865295,0.000535757120418474,NA,6469,51546,1.07,61.3,3.59
"MA-2009","MA","2009",8.9385,58,3.38,1.05022030147743,1.29706267120723,0.000541021874368568,NA,6518,50751,1.089,59.9,3.46
"MA-2010","MA","2010",8.9375,57.4,3.36,1.05259913833768,1.31267789692897,0.000501117812115727,NA,6566,52708,1.073,58,3.38
"MA-2011","MA","2011",8.926,56.1,3.24,1.05482283660194,1.32938138329136,0.000417431152893483,NA,6614,54764,1.049,57.4,3.36
"MA-2012","MA","2012",8.926,55.3,3.1,1.05327051909835,1.3137217215818,0.000665756129231099,NA,6664,56269,1.072,56.1,3.24
"MA-2013","MA","2013",8.928,56.6,3.24,1.05725059826737,1.30186376493415,0.000658451635586832,0.000246220968021977,6715,56130,1.051,55.3,3.1
"MA-2014","MA","2014",8.928,55.1,3.22,1.06006708082744,1.29776273324081,0.000660540345702937,0.000260102404750296,6765,58141,1.052,56.6,3.24
"MA-2015","MA","2015",8.92,55.4,3.14,1.06059176029963,1.31128634661219,0.000505720035126135,0.000271855782167858,6797,61548,1.048,55.1,3.22
"MA-2016","MA","2016",8.9195,54.6,3,1.0652219020981,1.308948988104,0.000557275145917371,0.00028012058610591,6827,63487,1.072,55.4,3.14
"MA-2017","MA","2017",8.919,54.6,2.97,1.06692205063975,1.32282963766613,0.000438797437412617,0.000267761139048595,6864,66076,1.063,54.6,3
"MA-2018","MA","2018",8.9185,54.4,2.93,1.06878652567848,1.30768377431274,0.000392858825557403,0.000253507479460922,6886,69195,1.048,54.6,2.97
"MA-2019","MA","2019",8.905,55.7,2.85,1.06794368243073,1.30225300311677,0.000300016148176944,0.000260648923662007,6895,72359,1.043,54.4,2.93
"MA-2020","MA","2020",8.9025,55.4,2.56,1.0740699595689,1.31346227265331,0.000316728383653987,0.000261231177962413,6996,77393,1.028,55.7,2.85
"MD-1998","MD","1998",9.345,61.6,5.97,1.03803399883141,1.14116730236022,0.00132415587306751,0.000713123476921591,5204,31417,1.173,NA,NA
"MD-1999","MD","1999",9.2925,62.08,5.92,1.0357049390815,1.14209638207632,0.00113966550732784,0.000683015267193022,5255,32948,1.209,61.6,5.97
"MD-2000","MD","2000",9.2965,61.5,5.82,1.03707412770586,1.15003294777811,0.00123619315601373,0.000665855677069994,5311,35480,1.188,62.08,5.92
"MD-2001","MD","2001",9.2965,63.41,5.55,1.02292972036573,1.12732968260432,0.00121653434089493,0.00080420039497863,5375,37012,1.194,61.5,5.82
"MD-2002","MD","2002",9.346,63.7,5.69,1.02671189232621,1.13217528104192,0.00147471799669578,0.000656690729056266,5440,37995,1.156,63.41,5.55
"MD-2003","MD","2003",9.351,63.2,5.71,1.0340532981902,1.12848266651912,0.00127238977108923,0.000637510154937447,5496,39295,1.16,63.7,5.69
"MD-2004","MD","2004",9.348,63,5.41,1.03404588105977,1.12851651409917,0.00117028761586714,0.000656511711553807,5547,41515,1.077,63.2,5.71
"MD-2005","MD","2005",9.354,63.1,5.29,1.03041182655702,1.13265798813011,0.000894411954389166,0.000728830141138419,5592,43311,1.152,63,5.41
"MD-2006","MD","2006",9.336,62.2,4.85,1.04008295211296,1.12762522591565,0.000948236925466584,0.000714043358709472,5627,45293,1.141,63.1,5.29
"MD-2007","MD","2007",9.203,61.5,4.91,1.03860330858941,1.1384094786113,0.00105449088890121,0.000645190350138236,5653,47033,1.138,62.2,4.85
"MD-2008","MD","2008",9.1305,60.5,4.66,1.04102435767965,1.13824846456132,0.000946429325545069,0.000639052220461667,5685,49026,1.131,61.5,4.91
"MD-2009","MD","2009",9.139,59.6,4.67,1.04581310283338,1.13996355244715,0.000923514059794123,0.000590629526035491,5730,48448,1.128,60.5,4.66
"MD-2010","MD","2010",9.139,59.5,4.57,1.04837876069509,1.14645394700537,0.000862771669608391,0.0005904633561005,5789,49617,1.102,59.6,4.67
"MD-2011","MD","2011",9.0975,58,4.31,1.05607859732627,1.1390578823582,0.000723880217493495,0.000606251327915826,5840,51803,1.077,59.5,4.57
"MD-2012","MD","2012",9.0975,57.1,4.18,1.0512898121341,1.15569194623201,0.000996051820894555,0.000627748849054892,5888,52490,1.099,58,4.31
"MD-2013","MD","2013",9.097,56.2,4.23,1.05552997038015,1.14581852163905,0.00100665931557824,0.000536337884127864,5925,51880,1.093,57.1,4.18
"MD-2014","MD","2014",9.097,56.8,4.2,1.05437539031527,1.15242609446156,0.00103235708695072,0.000508616384493142,5960,53084,1.087,56.2,4.23
"MD-2015","MD","2015",9.1415,55.7,4.09,1.05142248859971,1.15877417949565,0.000801280211946315,0.000490675047838679,5989,55041,1.107,56.8,4.2
"MD-2016","MD","2016",9.12,55.2,3.85,1.0532367029127,1.16563524133188,0.000882379068809333,0.000476674787136364,6007,56614,1.039,55.7,4.09
"MD-2017","MD","2017",9.1175,52.5,3.68,1.06004601779642,1.17289957436882,0.00101148860371795,0.000471748627481134,6028,58251,1.146,55.2,3.85
"MD-2018","MD","2018",9.1005,53.1,3.78,1.06492858344827,1.22496034011854,0.000919793464654489,0.000437840048881772,6042,59919,1.117,52.5,3.68
"MD-2019","MD","2019",9,51.7,3.68,1.05898938845321,1.2301403672279,0.000713808278270134,0.000440256128306626,6055,61707,1.105,53.1,3.78
"MD-2020","MD","2020",8.972,49.7,3.44,1.0552673721748,1.244824255832,0.00075185749514116,0.000430384319891059,6173,64825,1.035,51.7,3.68
"ME-1998","ME","1998",9.543,44.7,9.48,1.36141871902347,1.01383399209486,0.00451692630537746,NA,1259,24830,1.242,NA,NA
"ME-1999","ME","1999",9.587,44.76,9.29,1.36985852596556,1.0154415574458,0.00385353247106959,NA,1267,25793,1.274,44.7,9.48
"ME-2000","ME","2000",9.587,45.08,9.56,1.35184517733083,1.10368344833093,0.00421224004413685,NA,1277,27478,1.226,44.76,9.29
"ME-2001","ME","2001",9.5975,45.43,8.61,1.34304787478757,1.23751959965073,0.0041275056153797,0.000185086249095271,1286,28821,1.246,45.08,9.56
"ME-2002","ME","2002",9.426,46.7,8.46,1.32590850632136,1.29314331347705,0.00499466573425286,0.000199092293672882,1296,29546,1.266,45.43,8.61
"ME-2003","ME","2003",9.634,48.8,8.24,1.30747785359326,1.17079857166422,0.00429255813095377,0.000181596890784743,1307,30740,1.242,46.7,8.46
"ME-2004","ME","2004",9.6245,47.5,8.17,1.3086505002911,1.202149649548,0.00395278792729163,0.000161638168030513,1314,32096,1.221,48.8,8.24
"ME-2005","ME","2005",9.5195,45.8,8.15,1.35747575373883,1.14474733196219,0.00312261082373679,0.00017649373835258,1319,32684,1.184,47.5,8.17
"ME-2006","ME","2006",9.5315,44.9,7.71,1.3576018982829,1.15793386401094,0.00331309810572487,0.000193005687820507,1324,34168,1.17,45.8,8.15
"ME-2007","ME","2007",9.389,44,8.13,1.34754948005143,1.14928286401396,0.00367449158912346,0.000189391109321066,1327,35402,1.164,44.9,7.71
"ME-2008","ME","2008",9.376,40.2,8.33,1.41015443133603,1.16359795145691,0.00326968542091456,NA,1331,36960,1.194,44,8.13
"ME-2009","ME","2009",9.3075,41.8,7.7,1.37180632957686,1.17818192386779,0.00325996390444437,NA,1330,37107,1.178,40.2,8.33
"ME-2010","ME","2010",9.3075,40,7.7,1.39223929595191,1.19378550269665,0.0030753214380159,0.000410382879726314,1328,38018,1.171,41.8,7.7
"ME-2011","ME","2011",10.312,39.3,7.77,1.3991407988895,1.17964483163009,0.00262238092904352,0.000453770968728724,1328,39503,1.16,40,7.7
"ME-2012","ME","2012",10.349,38,7.48,1.40518087720085,1.17554731612022,0.00456826685982887,NA,1328,39993,1.174,39.3,7.77
"ME-2013","ME","2013",9.246,37.6,7.78,1.40656063138168,1.15911571788754,0.00454962701268687,0.000418984870874454,1329,39952,1.172,38,7.48
"ME-2014","ME","2014",9.246,38.3,7.68,1.39560571989116,1.15045203336684,0.0046589718914488,0.000433673260612806,1331,41140,1.125,37.6,7.78
"ME-2015","ME","2015",9.909,38.2,7.8,1.39687629487324,1.12761093532226,0.00363908314586361,0.000424053764542795,1329,42943,1.117,38.3,7.68
"ME-2016","ME","2016",9.895,39.4,7.06,1.382530803634,1.13891005466291,0.00400691146226258,0.000448875593209322,1332,44238,1.103,38.2,7.8
"ME-2017","ME","2017",9.8085,38.5,6.82,1.40382148403214,1.11718161657396,0.00330167555553436,0.000446430109638321,1336,45909,1.157,39.4,7.06
"ME-2018","ME","2018",9.8305,37.7,6.68,1.40129333110049,1.12461837715287,0.0029817722717694,0.000450272333085142,1340,47732,1.161,38.5,6.82
"ME-2019","ME","2019",9.1215,37.6,6.45,1.4024845820024,1.12053502859716,0.00228774199836079,0.000425276586742353,1346,49976,1.158,37.7,6.68
"ME-2020","ME","2020",9.099,38.1,6.09,1.37997621174833,1.12888408982532,0.00236560095855163,0.000449686930583847,1364,54301,1.162,37.6,6.45
"MI-1998","MI","1998",9.9545,65.5,7.53,1.03559830237665,1.28496525730973,0.00323688255872187,0.00216110402189061,9848,27286,1.322,NA,NA
"MI-1999","MI","1999",10.4365,64.66,7.51,1.03447417899145,1.29343595966006,0.00277600202576864,0.00209479594629487,9897,28506,1.302,65.5,7.53
"MI-2000","MI","2000",10.4345,63.22,7.36,1.03670316476734,1.30128793478962,0.00306106797391846,0.00198690971320805,9952,30250,1.288,64.66,7.51
"MI-2001","MI","2001",10.4865,61.83,7.3,1.03189942428022,1.29781257409106,0.00298531029520559,0.0019582942814669,9991,30694,1.292,63.22,7.36
"MI-2002","MI","2002",10.5085,60.3,7.24,1.03147367661889,1.31148343187705,0.00321927201691429,0.00175288253532367,10016,30595,1.273,61.83,7.3
"MI-2003","MI","2003",10.5085,61.2,7.22,1.03517389271799,1.29689095078341,0.00258929148631327,0.00174924880239836,10041,31267,1.288,60.3,7.24
"MI-2004","MI","2004",10.513,60.6,7.05,1.03733169960609,1.2965695203496,0.00285732435927057,0.00183349366420012,10055,32092,1.304,61.2,7.22
"MI-2005","MI","2005",10.456,60,7.03,1.04071512259542,1.28848716817063,0.00255479735104667,0.00194919158422703,10051,32756,1.267,60.6,7.05
"MI-2006","MI","2006",10.4545,60.9,6.77,1.04267602790647,1.26816505585726,0.00248128483782194,0.00201298427805854,10036,33563,1.245,60,7.03
"MI-2007","MI","2007",9.9855,60.6,6.76,1.04654140982265,1.26958473892473,0.00362164675110957,0.00206454704440712,10001,34669,1.238,60.9,6.77
"MI-2008","MI","2008",9.9855,59.9,6.93,1.05433873263133,1.27356100184573,0.00294304266814991,0.00222941014147446,9947,35826,1.229,60.6,6.76
"MI-2009","MI","2009",9.9325,61.3,7.02,1.05566891809756,1.27910221327714,0.00337402173028155,0.0020425431742173,9902,34247,1.179,59.9,6.93
"MI-2010","MI","2010",9.9275,59.7,6.88,1.05763594217413,1.27291890593007,0.0025778850757311,0.00239645406823781,9878,35635,1.174,61.3,7.02
"MI-2011","MI","2011",10.575,57.8,6.8,1.06265901367181,1.27930250377802,0.00309959153064343,0.00243114455216207,9883,37689,1.201,59.7,6.88
"MI-2012","MI","2012",10.5715,57.7,6.42,1.06615016451627,1.29617128109059,0.00389590797741275,0.00244273458667343,9898,39043,1.179,57.8,6.8
"MI-2013","MI","2013",10.508,57.5,6.68,1.07291454713552,1.29028900777847,0.00351020532001075,0.00244122662883337,9915,39293,1.177,57.7,6.42
"MI-2014","MI","2014",10.5165,56.3,6.7,1.07613064402531,1.30184009687724,0.00394504159418782,0.00250896682592279,9932,40830,1.158,57.5,6.68
"MI-2015","MI","2015",10.5585,56.2,6.37,1.0847573210652,1.30853189418738,0.00371460503797248,0.00211412710240783,9934,42984,1.18,56.3,6.7
"MI-2016","MI","2016",10.554,53.8,6.2,1.08362483108102,1.33038003606694,0.0040458370252275,0.00180615575341853,9954,44081,1.157,56.2,6.37
"MI-2017","MI","2017",10.516,54.2,6.11,1.08515518188215,1.32470675472367,0.00329564105442311,0.00177005112758979,9977,45264,1.179,53.8,6.2
"MI-2018","MI","2018",10.554,54.6,6.24,1.08490588078462,1.34732752827287,0.00328690257927844,0.00187770583384887,9987,47088,1.166,54.2,6.11
"MI-2019","MI","2019",10.4825,53.4,6.16,1.08494751451061,1.36640720293185,0.00327655227472125,0.00183933307672714,9985,48569,1.16,54.6,6.24
"MI-2020","MI","2020",10.4535,51.6,5.82,1.09006605676462,1.38427351919912,0.00286169299911208,0.0016315145612406,10070,52786,1.163,53.4,6.16
"MN-1998","MN","1998",9.361,59.4,7.26,1.05407716549685,1.20751855999439,0.00547236520485342,0.00429299359421299,4813,29141,1.142,NA,NA
"MN-1999","MN","1999",9.82,58.16,7.33,1.05811464586011,1.20650371594696,0.00475441976784298,0.00387703428717983,4873,30240,1.14,59.4,7.26
"MN-2000","MN","2000",9.82,58.93,7.06,1.05982824378383,1.21002660214612,0.00522281284779047,0.00364194139240068,4934,32348,1.139,58.16,7.33
"MN-2001","MN","2001",9.845,58.96,6.95,1.06278414637548,1.20040280218299,0.0049664655348397,0.00298305165158506,4983,33417,1.126,58.93,7.06
"MN-2002","MN","2002",9.845,59.1,7.04,1.05825965846821,1.20954201273366,0.00538928761263381,0.0027721331946419,5019,33889,1.125,58.96,6.95
"MN-2003","MN","2003",10.023,60.9,7.06,1.05771768075475,1.20077457696326,0.00461790062961227,0.00276392472325051,5054,35195,1.115,59.1,7.04
"MN-2004","MN","2004",10.023,59.6,6.76,1.06163959762698,1.19444952762223,0.0040110498574679,0.00271292510274245,5088,37084,1.135,60.9,7.06
"MN-2005","MN","2005",9.8325,58.6,6.58,1.0661399730634,1.19878267103963,0.00380464187759278,0.00278399612952385,5120,37812,1.101,59.6,6.76
"MN-2006","MN","2006",9.8325,58.2,6.48,1.07041334418226,1.19430322755628,0.00350775461862541,0.00286777590152717,5164,39362,1.115,58.6,6.58
"MN-2007","MN","2007",9.321,57.3,6.63,1.08078406356018,1.20859401566335,0.0041074749104032,0.00276803083199946,5207,41325,1.102,58.2,6.48
"MN-2008","MN","2008",9.3015,56.2,6.63,1.09386421973466,1.22740641201138,0.00345896733573994,0.0031289950671492,5247,42983,1.11,57.3,6.63
"MN-2009","MN","2009",9.307,54.6,6.44,1.11404177141968,1.22685727520198,0.00512073914511046,0.00231847679071613,5281,40963,1.084,56.2,6.63
"MN-2010","MN","2010",9.307,53.4,6.47,1.12114964191481,1.23002853912013,0.00430566717404561,0.0030898584226307,5311,42539,1.084,54.6,6.44
"MN-2011","MN","2011",10.539,53.3,6.31,1.13029682553121,1.22916335245733,0.00321949732592145,0.0036645839772558,5347,45137,1.063,53.4,6.47
"MN-2012","MN","2012",10.539,51.8,6.09,1.1357294031843,1.23684211974845,0.00504304166890498,0.00379262796656627,5378,47404,1.069,53.3,6.31
"MN-2013","MN","2013",9.3355,52.4,6.18,1.13004680418484,1.25340495150155,0.00361365527389695,0.0037485593005156,5415,47419,1.087,51.8,6.09
"MN-2014","MN","2014",9.3355,52.2,6.19,1.14091542153456,1.25206647699103,0.00350691352954602,0.00373082208075302,5453,49365,1.071,52.4,6.18
"MN-2015","MN","2015",10.028,51.1,5.71,1.153112992711,1.2464967291815,0.00366636588467574,0.00319094614034283,5484,51362,1.084,52.2,6.19
"MN-2016","MN","2016",10.028,50.5,5.69,1.15344016920198,1.25291629382575,0.00388023941615417,0.00267021279515119,5525,51990,1.099,51.1,5.71
"MN-2017","MN","2017",10.5615,50.7,5.7,1.1571598069073,1.24997751249663,0.00349205376758619,0.00294761170282416,5569,53832,1.123,50.5,5.69
"MN-2018","MN","2018",10.5695,50.9,5.79,1.15223056482765,1.26355684772535,0.00313494216628457,0.00314593788399334,5609,56205,1.1,50.7,5.7
"MN-2019","MN","2019",9.8035,49.3,5.62,1.15585467116106,1.28685255012469,0.00379707729803134,0.00300389259995629,5640,57874,1.119,50.9,5.79
"MN-2020","MN","2020",9.8035,47.4,5.31,1.16424096396596,1.28442477531047,0.00367204888533732,0.00263923778625561,5710,61278,1.112,49.3,5.62
"MO-1998","MO","1998",9.8315,71.6,7.98,1.02057410473205,1.14136512615447,0.0031498235906102,0.00260025267516264,5522,25506,1.184,NA,NA
"MO-1999","MO","1999",9.8395,71.16,7.93,1.01793628508462,1.14232859595907,0.00278903352015134,0.00260060277210866,5562,26281,1.193,71.6,7.98
"MO-2000","MO","2000",9.842,71.25,7.48,1.01271828931829,1.15728351798595,0.00256951064710906,0.00252642887090374,5607,27857,1.218,71.16,7.93
"MO-2001","MO","2001",10.052,71.72,7.67,1.017778915079,1.15481566600253,0.00270099740071198,0.00238913073699183,5641,28634,1.164,71.25,7.48
"MO-2002","MO","2002",10.0525,71.9,7.59,1.02015253067089,1.14844938152523,0.00245356019589988,0.00226083644971466,5675,29144,1.23,71.72,7.67
"MO-2003","MO","2003",10.7075,72.7,7.45,1.01841195678144,1.14076986381375,0.00258979545235862,0.00247700177552139,5709,30054,1.222,71.9,7.59
"MO-2004","MO","2004",10.7075,72.9,7.29,1.02329417094007,1.14164615097892,0.00204689609623334,0.00275810524541739,5748,31396,1.193,72.7,7.45
"MO-2005","MO","2005",10.801,72.6,7.46,1.02756256652659,1.13791423051118,0.00220741442796725,0.00359407980713913,5790,32256,1.21,72.9,7.29
"MO-2006","MO","2006",10.8335,72.5,7.36,1.02213011153739,1.13108019033573,0.0017412523343027,0.00236206693858335,5843,33860,1.166,72.6,7.46
"MO-2007","MO","2007",10.799,71.8,7.42,1.0313114551832,1.13996056796235,0.00258011602016175,0.00282844308616785,5888,35228,1.128,72.5,7.36
"MO-2008","MO","2008",10.7865,71,7.13,1.04322076599972,1.15312451574701,0.00207779702448352,0.00290609857354912,5924,37124,1.155,71.8,7.42
"MO-2009","MO","2009",10.807,70.3,6.91,1.0499098220999,1.14458333581795,0.00234285745949635,0.00222266649439148,5961,36306,1.158,71,7.13
"MO-2010","MO","2010",10.807,71.1,7.11,1.05232945834666,1.14651843250003,0.00219365712891283,0.00214513476016669,5996,36984,1.165,70.3,6.91
"MO-2011","MO","2011",10.919,71.3,6.96,1.05158072377115,1.14735331064312,0.00218882699863566,0.0024040223764388,6011,38402,1.208,71.1,7.11
