"State","Year","Ideology","CarbonIntensity","EnergyIntensity","RealGDP","Population","PercentUrban","GDPPerCapita","FarmProportion","PopDens","Weighted_GHI","Weighted_Speed120m"
"KY","2017",NA,72.2,8.93,201872.2,4456,58.7,45.3034560143627,0.00345890644804555,0.112383354350567,0.639566729073384,1.35405766453134
"KY","2018",0.785,71.5,9.28,208558.6,4464,58.7,46.7201164874552,0.00315741565016891,0.112585119798235,0.639566729073384,1.35405766453134
"KY","2019",0.796,70.2,8.87,218494.7,4472,58.7,48.858385509839,0.00245103022696998,0.112786885245902,0.639566729073384,1.35405766453134
"KY","2020",0.798,69,8.41,216865.6,4507,58.7,48.1175061016197,0.00260537423235757,0.113669609079445,0.639566729073384,1.35405766453134
"LA","1998",0.2895,51.1,19.5,120198.1,4440,73.2,27.0716441441441,0.00311789533252334,0.0988203872690852,1.3358961125806,11.3656665288458
"LA","1999",0.276,51.06,19,125807.3,4461,73.2,28.2015915713965,0.00314125316582499,0.0992877809926552,1.3358961125806,11.3656665288458
"LA","2000",0.251,50.69,21.05,132640.8,4472,73.2,29.6602862254025,0.00302228027306029,0.09953260627643,1.3358961125806,11.3656665288458
"LA","2001",0.2575,51.35,18.33,137901.2,4478,73.2,30.7952657436356,0.0031403266480319,0.0996661473403071,1.3358961125806,11.3656665288458
"LA","2002",0.2435,50.9,18.58,139800.9,4497,73.2,31.0875917278185,0.0030111749136131,0.100089027375918,1.3358961125806,11.3656665288458
"LA","2003",0.2955,52,17.18,155092.4,4521,73.2,34.3048882990489,0.0021238909305302,0.100623191631427,1.3358961125806,11.3656665288458
"LA","2004",0.2715,50.9,17.24,171006.1,4552,73.2,37.5672451669596,0.00265354116193594,0.101313153794792,1.3358961125806,11.3656665288458
"LA","2005",0.2745,51.6,15.56,199594.7,4577,73.2,43.6081931396111,0.00224018372636221,0.10186957489428,1.3358961125806,11.3656665288458
"LA","2006",0.2715,51.7,16.4,207773.8,4303,73.2,48.2858006042296,0.00214634870103192,0.0957711996438905,1.3358961125806,11.3656665288458
"LA","2007",0.24,50.8,18.61,203041,4376,73.2,46.3987659963437,0.00219402336922013,0.0973959492543957,1.3358961125806,11.3656665288458
"LA","2008",0.3895,49.8,18.21,212392.4,4436,73.2,47.8792605951307,0.00186091381002774,0.0987313598931671,1.3358961125806,11.3656665288458
"LA","2009",0.3825,49.5,17.07,204906.9,4492,73.2,45.6159617097061,0.00190776187486696,0.0999777431560205,1.3358961125806,11.3656665288458
"LA","2010",0.3895,50.5,16.71,225308.9,4545,73.2,49.5729152915291,0.00192978798053628,0.101157355886935,1.3358961125806,11.3656665288458
"LA","2011",0.425,51.2,17.61,229945,4576,71.5,50.2502185314685,0.00160346438371266,0.1018473180503,1.3358961125806,11.3656665288458
"LA","2012",0.4915,50.2,17.03,235384.7,4602,71.5,51.1483485441113,0.00235152723881504,0.102425995993768,1.3358961125806,11.3656665288458
"LA","2013",0.5015,49.4,17.16,230832.5,4626,71.5,49.8989407695633,0.00178802571702785,0.102960160249277,1.3358961125806,11.3656665288458
"LA","2014",0.5015,48.9,16.74,240737.3,4646,71.5,51.8160352991821,0.00134964655518103,0.103405297128867,1.3358961125806,11.3656665288458
"LA","2015",0.5015,48.8,16.79,235113.5,4667,71.5,50.3778658667238,0.00195119902191968,0.103872690852437,1.3358961125806,11.3656665288458
"LA","2016",0.532,48.3,17.65,227090.7,4681,71.5,48.5132877590259,0.00160817768266534,0.10418428666815,1.3358961125806,11.3656665288458
"LA","2017",0.5405,48.4,18.03,241213.4,4674,71.5,51.6074882327771,0.00165121355431665,0.104028488760294,1.3358961125806,11.3656665288458
"LA","2018",0.537,47.8,17.9,256677.8,4664,71.5,55.033833619211,0.00159622599346646,0.103805920320499,1.3358961125806,11.3656665288458
"LA","2019",0.5515,47.7,18.07,255481.9,4658,71.5,54.8479819665092,0.00116374865466209,0.103672379256621,1.3358961125806,11.3656665288458
"LA","2020",0.657,45.1,19.23,232527.8,4652,71.5,49.9844797936371,0.00121458596889469,0.103538838192744,1.3358961125806,11.3656665288458
"MA","1998",-1.051,61.4,4.53,249299,6272,92,39.7479272959184,0.000734437090453012,0.801431127012522,0.163978843267956,23.5500766913217
"MA","1999",-1.044,61.66,4.37,264644.4,6317,92,41.894000316606,0.000611359516585345,0.807181190902121,0.163978843267956,23.5500766913217
"MA","2000",-1.0415,61.19,4.29,288791,6361,92,45.4002515327779,0.000626699863125563,0.812803475594173,0.163978843267956,23.5500766913217
"MA","2001",-1.052,62.18,4.18,296868.7,6398,92,46.4002344482651,0.000631628904196898,0.817531305903399,0.163978843267956,23.5500766913217
"MA","2002",-1.0535,61.8,4.23,301836.4,6417,92,47.0369954807542,0.000803669986902406,0.819959110656785,0.163978843267956,23.5500766913217
"MA","2003",-1.052,62.5,4.06,311188.6,6423,92,48.449104779698,0.000714987314112217,0.820725785842065,0.163978843267956,23.5500766913217
"MA","2004",-1.0515,61.9,3.95,326737.1,6412,92,50.9571272613849,0.000661036002522153,0.819320214669052,0.163978843267956,23.5500766913217
"MA","2005",-1.054,62.3,3.89,341993.2,6403,92,53.4114009058254,0.000518308349907059,0.818170201891132,0.163978843267956,23.5500766913217
"MA","2006",-1.054,60.6,3.62,359270,6410,92,56.0483619344774,0.000550015657711741,0.819064656273959,0.163978843267956,23.5500766913217
"MA","2007",-1.07,61.3,3.59,378519.1,6432,92,58.849362562189,0.000601075632341098,0.821875798619985,0.163978843267956,23.5500766913217
"MA","2008",-1.0615,59.9,3.46,390778.4,6469,92,60.4078528366054,0.000535757120418474,0.82660362892921,0.163978843267956,23.5500766913217
"MA","2009",-1.0615,58,3.38,390504.8,6518,92,59.9117520711875,0.000541021874368568,0.832864809608996,0.163978843267956,23.5500766913217
"MA","2010",-1.0625,57.4,3.36,411136.1,6566,92,62.6159153213524,0.000501117812115727,0.838998211091234,0.163978843267956,23.5500766913217
"MA","2011",-1.074,56.1,3.24,425523,6614,91.3,64.3367100090717,0.000417431152893483,0.845131612573473,0.163978843267956,23.5500766913217
"MA","2012",-1.074,55.3,3.1,442916.9,6664,91.3,66.4641206482593,0.000665756129231099,0.851520572450805,0.163978843267956,23.5500766913217
"MA","2013",-1.072,56.6,3.24,454321.2,6715,91.3,67.6576619508563,0.000658451635586832,0.858037311525684,0.163978843267956,23.5500766913217
"MA","2014",-1.072,55.1,3.22,470468.5,6765,91.3,69.5444937176645,0.000660540345702937,0.864426271403016,0.163978843267956,23.5500766913217
"MA","2015",-1.08,55.4,3.14,498851.3,6797,91.3,73.3928644990437,0.000505720035126135,0.868515205724508,0.163978843267956,23.5500766913217
"MA","2016",-1.0805,54.6,3,514637.6,6827,91.3,75.382686392266,0.000557275145917371,0.872348581650907,0.163978843267956,23.5500766913217
"MA","2017",-1.081,54.6,2.97,531008,6864,91.3,77.3613053613054,0.000438797437412617,0.877076411960133,0.163978843267956,23.5500766913217
"MA","2018",-1.0815,54.4,2.93,563054.3,6886,91.3,81.7679785071159,0.000392858825557403,0.879887554306159,0.163978843267956,23.5500766913217
"MA","2019",-1.095,55.7,2.85,589904.3,6895,91.3,85.5553734590283,0.000300016148176944,0.881037567084079,0.163978843267956,23.5500766913217
"MA","2020",-1.0975,55.4,2.56,585150.3,6996,91.3,83.6406946826758,0.000316728383653987,0.893943266036289,0.163978843267956,23.5500766913217
"MD","1998",-0.655,61.6,5.97,169982.1,5204,87.2,32.6637394312068,0.00132415587306751,0.526134870083915,4.22960062837908,9.19696015543362
"MD","1999",-0.7075,62.08,5.92,180261.6,5255,87.2,34.3028734538535,0.00113966550732784,0.531291072692347,4.22960062837908,9.19696015543362
"MD","2000",-0.7035,61.5,5.82,192021.4,5311,87.2,36.1554132931651,0.00123619315601373,0.536952785360429,4.22960062837908,9.19696015543362
"MD","2001",-0.7035,63.41,5.55,205981,5375,87.2,38.3220465116279,0.00121653434089493,0.543423314123951,4.22960062837908,9.19696015543362
"MD","2002",-0.654,63.7,5.69,217837.1,5440,87.2,40.0435845588235,0.00147471799669578,0.549994944899403,4.22960062837908,9.19696015543362
"MD","2003",-0.649,63.2,5.71,228959.3,5496,87.2,41.6592612809316,0.00127238977108923,0.555656657567486,4.22960062837908,9.19696015543362
"MD","2004",-0.652,63,5.41,245124.5,5547,87.2,44.1904633135028,0.00117028761586714,0.560812860175917,4.22960062837908,9.19696015543362
"MD","2005",-0.646,63.1,5.29,262100,5592,87.2,46.8705293276109,0.000894411954389166,0.565362450712769,4.22960062837908,9.19696015543362
"MD","2006",-0.664,62.2,4.85,274145.3,5627,87.2,48.7196196907766,0.000948236925466584,0.56890102113032,4.22960062837908,9.19696015543362
"MD","2007",-0.797,61.5,4.91,282965.6,5653,87.2,50.0558287634884,0.00105449088890121,0.571529673440501,4.22960062837908,9.19696015543362
"MD","2008",-0.8695,60.5,4.66,295400.2,5685,87.2,51.9613368513632,0.000946429325545069,0.574764937822263,4.22960062837908,9.19696015543362
"MD","2009",-0.861,59.6,4.67,299102.7,5730,87.2,52.1994240837696,0.000923514059794123,0.579314528359114,4.22960062837908,9.19696015543362
"MD","2010",-0.861,59.5,4.57,314728.3,5789,87.2,54.366609086198,0.000862771669608391,0.585279547062987,4.22960062837908,9.19696015543362
"MD","2011",-0.9025,58,4.31,326281.2,5840,85.6,55.8700684931507,0.000723880217493495,0.590435749671418,4.22960062837908,9.19696015543362
"MD","2012",-0.9025,57.1,4.18,332523.5,5888,85.6,56.4747792119565,0.000996051820894555,0.59528864624406,4.22960062837908,9.19696015543362
"MD","2013",-0.903,56.2,4.23,340577.6,5925,85.6,57.4814514767932,0.00100665931557824,0.599029420685472,4.22960062837908,9.19696015543362
"MD","2014",-0.903,56.8,4.2,352761.3,5960,85.6,59.1881375838926,0.00103235708695072,0.602567991103023,4.22960062837908,9.19696015543362
"MD","2015",-0.8585,55.7,4.09,369728.1,5989,85.6,61.7345299716146,0.000801280211946315,0.605499949448994,4.22960062837908,9.19696015543362
"MD","2016",-0.88,55.2,3.85,387733.4,6007,85.6,64.5469285833195,0.000882379068809333,0.607319785663735,4.22960062837908,9.19696015543362
"MD","2017",-0.8825,52.5,3.68,400157,6028,85.6,66.3830457863305,0.00101148860371795,0.609442927914265,4.22960062837908,9.19696015543362
"MD","2018",-0.8995,53.1,3.78,410812.2,6042,85.6,67.9927507447865,0.000919793464654489,0.610858356081286,4.22960062837908,9.19696015543362
"MD","2019",-1,51.7,3.68,420371.3,6055,85.6,69.4254830718415,0.000713808278270134,0.612172682236377,4.22960062837908,9.19696015543362
"MD","2020",-1.028,49.7,3.44,410931,6173,85.6,66.5690912036287,0.00075185749514116,0.624102719644121,4.22960062837908,9.19696015543362
"ME","1998",-0.457,44.7,9.48,32156.2,1259,38.7,25.5410643367752,0.00451692630537746,0.0407179818887451,0.255014636144693,1.18345773395705
"ME","1999",-0.413,44.76,9.29,34413.2,1267,38.7,27.1611681136543,0.00385353247106959,0.0409767141009056,0.255014636144693,1.18345773395705
"ME","2000",-0.413,45.08,9.56,36890.3,1277,38.7,28.8882537196554,0.00421224004413685,0.0413001293661061,0.255014636144693,1.18345773395705
"ME","2001",-0.4025,45.43,8.61,38605.7,1286,38.7,30.0199844479005,0.0041275056153797,0.0415912031047865,0.255014636144693,1.18345773395705
"ME","2002",-0.574,46.7,8.46,40466.2,1296,38.7,31.2239197530864,0.00499466573425286,0.0419146183699871,0.255014636144693,1.18345773395705
"ME","2003",-0.366,48.8,8.24,42315.2,1307,38.7,32.3758224942617,0.00429255813095377,0.0422703751617076,0.255014636144693,1.18345773395705
"ME","2004",-0.3755,47.5,8.17,45210,1314,38.7,34.4063926940639,0.00395278792729163,0.042496765847348,0.255014636144693,1.18345773395705
"ME","2005",-0.4805,45.8,8.15,47078.5,1319,38.7,35.6925701288855,0.00312261082373679,0.0426584734799483,0.255014636144693,1.18345773395705
"ME","2006",-0.4685,44.9,7.71,49045.4,1324,38.7,37.0433534743202,0.00331309810572487,0.0428201811125485,0.255014636144693,1.18345773395705
"ME","2007",-0.611,44,8.13,50459.3,1327,38.7,38.0250941974378,0.00367449158912346,0.0429172056921087,0.255014636144693,1.18345773395705
"ME","2008",-0.624,40.2,8.33,50713.2,1331,38.7,38.1015777610819,0.00326968542091456,0.0430465717981889,0.255014636144693,1.18345773395705
"ME","2009",-0.6925,41.8,7.7,51123.8,1330,38.7,38.4389473684211,0.00325996390444437,0.0430142302716688,0.255014636144693,1.18345773395705
"ME","2010",-0.6925,40,7.7,52256.2,1328,38.7,39.3495481927711,0.0030753214380159,0.0429495472186287,0.255014636144693,1.18345773395705
"ME","2011",0.312,39.3,7.77,52575.5,1328,38.6,39.589984939759,0.00262238092904352,0.0429495472186287,0.255014636144693,1.18345773395705
"ME","2012",0.349,38,7.48,53679.7,1328,38.6,40.4214608433735,0.00456826685982887,0.0429495472186287,0.255014636144693,1.18345773395705
"ME","2013",-0.754,37.6,7.78,54470.1,1329,38.6,40.9857787810384,0.00454962701268687,0.0429818887451488,0.255014636144693,1.18345773395705
"ME","2014",-0.754,38.3,7.68,56410.8,1331,38.6,42.3822689706987,0.0046589718914488,0.0430465717981889,0.255014636144693,1.18345773395705
"ME","2015",-0.091,38.2,7.8,58131.3,1329,38.6,43.7406320541761,0.00363908314586361,0.0429818887451488,0.255014636144693,1.18345773395705
"ME","2016",-0.105,39.4,7.06,60254.4,1332,38.6,45.236036036036,0.00400691146226258,0.0430789133247089,0.255014636144693,1.18345773395705
"ME","2017",-0.1915,38.5,6.82,62253.6,1336,38.6,46.597005988024,0.00330167555553436,0.0432082794307891,0.255014636144693,1.18345773395705
"ME","2018",-0.1695,37.7,6.68,65477.1,1340,38.6,48.8635074626866,0.0029817722717694,0.0433376455368693,0.255014636144693,1.18345773395705
"ME","2019",-0.8785,37.6,6.45,68690.4,1346,38.6,51.0329866270431,0.00228774199836079,0.0435316946959897,0.255014636144693,1.18345773395705
"ME","2020",-0.901,38.1,6.09,70740,1364,38.6,51.8621700879765,0.00236560095855163,0.0441138421733506,0.255014636144693,1.18345773395705
"MI","1998",-0.0455,65.5,7.53,312688.1,9848,74.6,31.7514317627945,0.00323688255872187,0.173328405230829,0.527512093698769,4.43670760455758
"MI","1999",0.4365,64.66,7.51,338312.4,9897,74.6,34.1833282812974,0.00277600202576864,0.174190823169122,0.527512093698769,4.43670760455758
"MI","2000",0.4345,63.22,7.36,352152.4,9952,74.6,35.3850884244373,0.00306106797391846,0.175158843303941,0.527512093698769,4.43670760455758
"MI","2001",0.4865,61.83,7.3,349885.8,9991,74.6,35.0200980882794,0.00298531029520559,0.175845257581358,0.527512093698769,4.43670760455758
"MI","2002",0.5085,60.3,7.24,363660.8,10016,74.6,36.3079872204473,0.00321927201691429,0.176285266733548,0.527512093698769,4.43670760455758
"MI","2003",0.5085,61.2,7.22,374174.2,10041,74.6,37.2646349965143,0.00258929148631327,0.176725275885738,0.527512093698769,4.43670760455758
"MI","2004",0.513,60.6,7.05,385621.1,10055,74.6,38.3511785181502,0.00285732435927057,0.176971681010965,0.527512093698769,4.43670760455758
"MI","2005",0.456,60,7.03,400268.9,10051,74.6,39.8237886777435,0.00255479735104667,0.176901279546615,0.527512093698769,4.43670760455758
"MI","2006",0.4545,60.9,6.77,401869,10036,74.6,40.0427461139896,0.00248128483782194,0.1766372740553,0.527512093698769,4.43670760455758
"MI","2007",-0.0145,60.6,6.76,409615.4,10001,74.6,40.9574442555744,0.00362164675110957,0.176021261242234,0.527512093698769,4.43670760455758
"MI","2008",-0.0145,59.9,6.93,390420.9,9947,74.6,39.2501156127476,0.00294304266814991,0.175070841473503,0.527512093698769,4.43670760455758
"MI","2009",-0.0675,61.3,7.02,368733.8,9902,74.6,37.2383154918198,0.00337402173028155,0.17427882499956,0.527512093698769,4.43670760455758
"MI","2010",-0.0725,59.7,6.88,390043,9878,74.6,39.4860295606398,0.0025778850757311,0.173856416213457,0.527512093698769,4.43670760455758
"MI","2011",0.575,57.8,6.8,404554.7,9883,73.5,40.9344025093595,0.00309959153064343,0.173944418043895,0.527512093698769,4.43670760455758
"MI","2012",0.5715,57.7,6.42,422691.2,9898,73.5,42.7047080218226,0.00389590797741275,0.17420842353521,0.527512093698769,4.43670760455758
"MI","2013",0.508,57.5,6.68,437274.4,9915,73.5,44.1023096318709,0.00351020532001075,0.174507629758699,0.527512093698769,4.43670760455758
"MI","2014",0.5165,56.3,6.7,451773.2,9932,73.5,45.4866290777286,0.00394504159418782,0.174806835982188,0.527512093698769,4.43670760455758
"MI","2015",0.5585,56.2,6.37,474983.3,9934,73.5,47.8139017515603,0.00371460503797248,0.174842036714364,0.527512093698769,4.43670760455758
"MI","2016",0.554,53.8,6.2,490264,9954,73.5,49.2529636327105,0.0040458370252275,0.175194044036116,0.527512093698769,4.43670760455758
"MI","2017",0.516,54.2,6.11,502130.4,9977,73.5,50.3287962313321,0.00329564105442311,0.175598852456131,0.527512093698769,4.43670760455758
"MI","2018",0.554,54.6,6.24,520245.1,9987,73.5,52.0922298988685,0.00328690257927844,0.175774856117007,0.527512093698769,4.43670760455758
"MI","2019",0.4825,53.4,6.16,532217,9985,73.5,53.3016524787181,0.00327655227472125,0.175739655384832,0.527512093698769,4.43670760455758
"MI","2020",0.4535,51.6,5.82,520105.3,10070,73.5,51.6489870903674,0.00286169299911208,0.177235686502279,0.527512093698769,4.43670760455758
"MN","1998",-0.639,59.4,7.26,166904.8,4813,73.3,34.6779139829628,0.00547236520485342,0.060701988926585,1.76420979392223,12.4957194133177
"MN","1999",-0.18,58.16,7.33,175759.3,4873,73.3,36.0679868664067,0.00475441976784298,0.0614587143235506,1.76420979392223,12.4957194133177
"MN","2000",-0.18,58.93,7.06,191515,4934,73.3,38.8153627888123,0.00522281284779047,0.0622280518104655,1.76420979392223,12.4957194133177
"MN","2001",-0.155,58.96,6.95,196006.1,4983,73.3,39.3349588601244,0.0049664655348397,0.0628460442179874,1.76420979392223,12.4957194133177
"MN","2002",-0.155,59.1,7.04,203713.8,5019,73.3,40.5885236102809,0.00538928761263381,0.0633000794561667,1.76420979392223,12.4957194133177
"MN","2003",0.023,60.9,7.06,215721.8,5054,73.3,42.683379501385,0.00461790062961227,0.0637415026043966,1.76420979392223,12.4957194133177
"MN","2004",0.023,59.6,6.76,231267.1,5088,73.3,45.4534394654088,0.0040110498574679,0.064170313662677,1.76420979392223,12.4957194133177
"MN","2005",-0.1675,58.6,6.58,245380.5,5120,73.3,47.92587890625,0.00380464187759278,0.0645739005410587,1.76420979392223,12.4957194133177
"MN","2006",-0.1675,58.2,6.48,252295.9,5164,73.3,48.8566808675445,0.00350775461862541,0.0651288324988334,1.76420979392223,12.4957194133177
"MN","2007",-0.679,57.3,6.63,262063.1,5207,73.3,50.3289994238525,0.0041074749104032,0.0656711523666587,1.76420979392223,12.4957194133177
"MN","2008",-0.6985,56.2,6.63,267420.6,5247,73.3,50.9663807890223,0.00345896733573994,0.0661756359646357,1.76420979392223,12.4957194133177
"MN","2009",-0.693,54.6,6.44,262088.9,5281,73.3,49.6286498769173,0.00512073914511046,0.0666044470229162,1.76420979392223,12.4957194133177
"MN","2010",-0.693,53.4,6.47,274231.3,5311,73.3,51.6345885897194,0.00430566717404561,0.0669828097213989,1.76420979392223,12.4957194133177
"MN","2011",0.539,53.3,6.31,287039.3,5347,71.9,53.6823078361698,0.00321949732592145,0.0674368449595782,1.76420979392223,12.4957194133177
"MN","2012",0.539,51.8,6.09,298328.3,5378,71.9,55.4719784306434,0.00504304166890498,0.0678278197480104,1.76420979392223,12.4957194133177
"MN","2013",-0.6645,52.4,6.18,311126.4,5415,71.9,57.4563988919668,0.00361365527389695,0.0682944670761392,1.76420979392223,12.4957194133177
"MN","2014",-0.6645,52.2,6.19,324751.4,5453,71.9,59.5546304786356,0.00350691352954602,0.0687737264942174,1.76420979392223,12.4957194133177
"MN","2015",0.028,51.1,5.71,335530.2,5484,71.9,61.1834792122538,0.00366636588467574,0.0691647012826496,1.76420979392223,12.4957194133177
"MN","2016",0.028,50.5,5.69,344060.8,5525,71.9,62.2734479638009,0.00388023941615417,0.069681796970576,1.76420979392223,12.4957194133177
"MN","2017",0.5615,50.7,5.7,353664.9,5569,71.9,63.5059974860837,0.00349205376758619,0.0702367289283507,1.76420979392223,12.4957194133177
"MN","2018",0.5695,50.9,5.79,372011.3,5609,71.9,66.3239971474416,0.00313494216628457,0.0707412125263277,1.76420979392223,12.4957194133177
"MN","2019",-0.1965,49.3,5.62,383956.6,5640,71.9,68.0774113475177,0.00379707729803134,0.0711321873147599,1.76420979392223,12.4957194133177
"MN","2020",-0.1965,47.4,5.31,376814.4,5710,71.9,65.9920140105079,0.00367204888533732,0.0720150336112197,1.76420979392223,12.4957194133177
"MO","1998",-0.1685,71.6,7.98,169483.4,5522,70.4,30.6923940601231,0.0031498235906102,0.0800347851293572,0.62533247009526,0.444432090792178
"MO","1999",-0.1605,71.16,7.93,177738,5562,70.4,31.9557713052859,0.00278903352015134,0.0806145372853105,0.62533247009526,0.444432090792178
"MO","2000",-0.158,71.25,7.48,186650,5607,70.4,33.2887462100945,0.00256951064710906,0.081266758460758,0.62533247009526,0.444432090792178
"MO","2001",0.052,71.72,7.67,190657.1,5641,70.4,33.7984577202624,0.00270099740071198,0.0817595477933184,0.62533247009526,0.444432090792178
"MO","2002",0.0525,71.9,7.59,197557.7,5675,70.4,34.8119295154185,0.00245356019589988,0.0822523371258787,0.62533247009526,0.444432090792178
"MO","2003",0.7075,72.7,7.45,205588.5,5709,70.4,36.0112979506043,0.00258979545235862,0.082745126458439,0.62533247009526,0.444432090792178
"MO","2004",0.7075,72.9,7.29,217084.2,5748,70.4,37.7669102296451,0.00204689609623334,0.0833103848104935,0.62533247009526,0.444432090792178
"MO","2005",0.801,72.6,7.46,227971.3,5790,70.4,39.3732815198618,0.00220741442796725,0.0839191245742445,0.62533247009526,0.444432090792178
"MO","2006",0.8335,72.5,7.36,236386,5843,70.4,40.456272462776,0.0017412523343027,0.0846872961808827,0.62533247009526,0.444432090792178
"MO","2007",0.799,71.8,7.42,244331.3,5888,70.4,41.496484375,0.00258011602016175,0.0853395173563302,0.62533247009526,0.444432090792178
"MO","2008",0.7865,71,7.13,254045.8,5924,70.4,42.8841661039838,0.00207779702448352,0.0858612942966882,0.62533247009526,0.444432090792178
"MO","2009",0.807,70.3,6.91,253317.7,5961,70.4,42.4958396242241,0.00234285745949635,0.086397565040945,0.62533247009526,0.444432090792178
"MO","2010",0.807,71.1,7.11,259816.1,5996,70.4,43.3315710473649,0.00219365712891283,0.0869048481774042,0.62533247009526,0.444432090792178
"MO","2011",0.919,71.3,6.96,262067.1,6011,69.5,43.5979204791216,0.00218882699863566,0.0871222552358867,0.62533247009526,0.444432090792178
"MO","2012",0.919,70.8,6.59,271535.1,6026,69.5,45.0605874543644,0.00320565978268359,0.0873396622943692,0.62533247009526,0.444432090792178
"MO","2013",0.9935,71.4,6.74,280571,6043,69.5,46.429091510839,0.00213608326185639,0.0875860569606493,0.62533247009526,0.444432090792178
"MO","2014",1.0015,70.5,6.92,287507.5,6059,69.5,47.4513120977059,0.002673899614451,0.0878179578230307,0.62533247009526,0.444432090792178
"MO","2015",1.0545,69.5,6.56,296929.3,6075,69.5,48.8772510288066,0.00212823011279383,0.088049858685412,0.62533247009526,0.444432090792178
"MO","2016",1.0545,69,6.38,300914.5,6091,69.5,49.4031357740929,0.00225723131209028,0.0882817595477933,0.62533247009526,0.444432090792178
"MO","2017",1.0945,70.2,6.19,308002.3,6111,69.5,50.4012927507773,0.00219153330216136,0.08857163562577,0.62533247009526,0.444432090792178
"MO","2018",1.1145,67.8,6.54,318153.5,6126,69.5,51.934949396017,0.00182637361464889,0.0887890426842525,0.62533247009526,0.444432090792178
"MO","2019",1.168,66.8,6.21,332485.8,6140,69.5,54.1507817589577,0.00193343680601322,0.0889919559388361,0.62533247009526,0.444432090792178
"MO","2020",1.1615,66.7,6.02,330249.9,6154,69.5,53.6642671433214,0.00198809894838504,0.0891948691934198,0.62533247009526,0.444432090792178
"MS","1998",0.3035,56.6,13.4,60940.4,2805,49.4,21.725632798574,0.00595867037602704,0.0593073410013532,0.212695508417556,3.6253392795732
"MS","1999",0.349,56.86,14.13,63879,2828,49.4,22.5880480905233,0.00582118643743277,0.0597936400541272,0.212695508417556,3.6253392795732
"MS","2000",0.3115,55.67,14.14,65673.1,2848,49.4,23.059375,0.00558895195749141,0.0602165087956698,0.212695508417556,3.6253392795732
"MS","2001",0.312,59.22,12.97,67174,2853,49.4,23.5450403084472,0.00597419798411898,0.0603222259810555,0.212695508417556,3.6253392795732
"MS","2002",0.3135,57.3,13.26,69259.9,2859,49.4,24.2252186079049,0.00571143191994649,0.0604490866035183,0.212695508417556,3.6253392795732
"MS","2003",0.323,58.7,13.06,73961.9,2868,49.4,25.7886680613668,0.00411588508369093,0.0606393775372124,0.212695508417556,3.6253392795732
"MS","2004",0.3765,58.5,12.8,77998,2889,49.4,26.9982692973347,0.00523122273974542,0.0610833897158322,0.212695508417556,3.6253392795732
"MS","2005",0.3735,57.6,12.14,82448.5,2906,49.4,28.3718169304886,0.00447138321046038,0.0614428281461434,0.212695508417556,3.6253392795732
"MS","2006",0.385,57.7,12.24,87099.5,2905,49.4,29.9826161790017,0.00440028174919837,0.0614216847090663,0.212695508417556,3.6253392795732
"MS","2007",0.4155,57.7,12.23,91191.4,2928,49.4,31.1446038251366,0.00472805953167897,0.0619079837618403,0.212695508417556,3.6253392795732
"MS","2008",0.396,58.2,11.46,94514.5,2948,49.4,32.0605495251018,0.0041266379588061,0.062330852503383,0.212695508417556,3.6253392795732
"MS","2009",0.396,56,11.34,91792.2,2959,49.4,31.0213585670835,0.00430092147003944,0.0625634303112314,0.212695508417556,3.6253392795732
"MS","2010",0.417,55.5,11.7,93943.1,2971,49.4,31.6200269269606,0.00436802706078756,0.062817151556157,0.212695508417556,3.6253392795732
"MS","2011",0.461,53.3,11.45,96218,2979,46.3,32.298757972474,0.00366875781304784,0.062986299052774,0.212695508417556,3.6253392795732
"MS","2012",0.6625,53.6,11.08,100448.4,2985,46.3,33.6510552763819,0.00547321847087976,0.0631131596752368,0.212695508417556,3.6253392795732
"MS","2013",0.6685,52.9,10.87,102371,2990,46.3,34.2377926421405,0.00392411740181297,0.0632188768606225,0.212695508417556,3.6253392795732
"MS","2014",0.6745,53.9,10.99,104300.3,2992,46.3,34.8597259358289,0.00556345449537432,0.0632611637347767,0.212695508417556,3.6253392795732
"MS","2015",0.671,51.8,10.8,105914.6,2990,46.3,35.4229431438127,0.0043392707583747,0.0632188768606225,0.212695508417556,3.6253392795732
"MS","2016",0.703,54.3,10.58,107291.4,2991,46.3,35.8714142427282,0.00344097556669591,0.0632400202976996,0.212695508417556,3.6253392795732
"MS","2017",0.7045,53.5,10.55,109600.8,2991,46.3,36.6435305917753,0.00343478739689738,0.0632400202976996,0.212695508417556,3.6253392795732
"MS","2018",0.704,53.6,10.97,112201.7,2983,46.3,37.6137110291653,0.00336826224213143,0.0630708728010825,0.212695508417556,3.6253392795732
"MS","2019",0.6975,52,10.83,114234.4,2978,46.3,38.3594358629953,0.00244399671859067,0.0629651556156969,0.212695508417556,3.6253392795732
"MS","2020",0.735,54,10.32,115123.4,2958,46.3,38.9193373901285,0.00243708039576008,0.0625422868741543,0.212695508417556,3.6253392795732
"MT","1998",0.703,59.9,12.9,20429.1,892,55.9,22.9025784753363,0.0139515047651148,0.00612692067286227,2.90303070816655,4.26104274069661
"MT","1999",0.628,56.55,13,20812.2,898,55.9,23.1761692650334,0.0129096580954294,0.00616813314375597,2.90303070816655,4.26104274069661
"MT","2000",0.628,60.45,13.14,21876.7,904,55.9,24.199889380531,0.0136597244698409,0.00620934561464966,2.90303070816655,4.26104274069661
