"State","Year","Ideology","CarbonIntensity","EnergyIntensity","Population","PercentUrban","EmissionsPerCapita","GDPPerCapita","PropManuEmployment","PropFarmEmployment","GHI","Speed120m"
"KY","1998",-0.2055,78.8,11.44,3985,58.4,0.0354830614805521,27.4485069008783,0.139504725041099,0.0501979409109059,4.29398834475355,6.62596656153124
"KY","1999",NA,78.68,11.67,4018,58.4,0.0363912394225983,28.6477849676456,0.137925521296161,0.0497402131647708,4.29398834475355,6.62596656153124
"KY","2000",0.164,78.96,11.9,4049,58.4,0.0363299580143245,28.1968881205236,0.136533099557291,0.0485202349379856,4.29398834475355,6.62596656153124
"KY","2001",0.192,79.03,12.07,4068,58.4,0.0371312684365782,28.9203294001967,0.130528950576629,0.0481771015792498,4.29398834475355,6.62596656153124
"KY","2002",0.192,78.2,12.78,4090,58.4,0.0369926650366748,29.9352811735941,0.124245383052046,0.0444927984448175,4.29398834475355,6.62596656153124
"KY","2003",0.249,78.2,12.02,4117,58.4,0.0358999271314064,31.0862764148652,0.119376992153237,0.0446528253714654,4.29398834475355,6.62596656153124
"KY","2004",0.2535,78.4,12.14,4146,58.4,0.0372648335745297,32.6891702846117,0.117118773586628,0.0421284016688096,4.29398834475355,6.62596656153124
"KY","2005",0.3225,78.2,11.79,4183,58.4,0.0373655271336361,34.6667702605785,0.114608864968821,0.039032657394646,4.29398834475355,6.62596656153124
"KY","2006",0.3105,79,11.44,4219,58.4,0.0376155487082247,36.3613178478312,0.112366425200007,0.0376424387304493,4.29398834475355,6.62596656153124
"KY","2007",0.2695,78.7,11.72,4257,58.4,0.0372327930467465,36.9188865398168,0.108607220134381,0.0369802569597582,4.29398834475355,6.62596656153124
"KY","2008",0.28,78.9,11.55,4290,58.4,0.0363170163170163,37.268951048951,0.10465323928477,0.0364483277518883,4.29398834475355,6.62596656153124
"KY","2009",NA,77.8,11.58,4317,58.4,0.0338197822561964,36.4789900393792,0.0945070571566459,0.0364836976111394,4.29398834475355,6.62596656153124
"KY","2010",NA,77.3,11.53,4348,58.4,0.035165593376265,38.272470101196,0.0925452380655484,0.0361934623615597,4.29398834475355,6.62596656153124
"KY","2011",NA,77.1,11.01,4371,58.7,0.0345916266300618,39.255753832075,0.092794446312041,0.0358081616036029,4.29398834475355,6.62596656153124
"KY","2012",NA,76.3,10.67,4388,58.7,0.0320419325432999,40.5979261622607,0.0963380265183019,0.0351321248001835,4.29398834475355,6.62596656153124
"KY","2013",NA,76.3,10.14,4407,58.7,0.0316995688677105,41.8707510778307,0.098540402171308,0.0345084962873523,4.29398834475355,6.62596656153124
"KY","2014",NA,75.8,9.8,4417,58.7,0.0317862802807335,42.5591577994114,0.0992960413391281,0.034509384749311,4.29398834475355,6.62596656153124
"KY","2015",NA,74.9,9.45,4429,58.7,0.0296455181756604,43.66969970648,0.10068009337389,0.0348389704619178,4.29398834475355,6.62596656153124
"KY","2016",NA,74.2,9.25,4440,58.7,0.0285585585585586,44.2533558558559,0.102492773250762,0.0331467965580543,4.29398834475355,6.62596656153124
"KY","2017",NA,72.2,8.93,4456,58.7,0.0262118491921005,45.3034560143627,0.102672491786105,0.0334424551211847,4.29398834475355,6.62596656153124
"KY","2018",0.785,71.5,9.28,4464,58.7,0.0275089605734767,46.7201164874552,0.101951631032866,0.0329199294000655,4.29398834475355,6.62596656153124
"KY","2019",0.796,70.2,8.87,4472,58.7,0.0256484794275492,48.858385509839,0.102208167006086,0.0322897413785328,4.29398834475355,6.62596656153124
"KY","2020",0.798,69,8.41,4507,58.7,0.0224539605058797,48.1175061016197,0.0986279444898699,0.0331384196985629,4.29398834475355,6.62596656153124
"LA","1998",0.2895,51.1,19.5,4440,73.2,0.0468918918918919,27.0716441441441,0.0795746079628965,0.0173404565855128,4.82973500751995,6.5176768368978
"LA","1999",0.276,51.06,19,4461,73.2,0.0462855861914369,28.2015915713965,0.0773520582488702,0.0172352017871465,4.82973500751995,6.5176768368978
"LA","2000",0.251,50.69,21.05,4472,73.2,0.0493291592128801,29.6602862254025,0.0746545773627813,0.0167980648629278,4.82973500751995,6.5176768368978
"LA","2001",0.2575,51.35,18.33,4478,73.2,0.0443814202769093,30.7952657436356,0.0743075563606733,0.0158223981471172,4.82973500751995,6.5176768368978
"LA","2002",0.2435,50.9,18.58,4497,73.2,0.0454969979986658,31.0875917278185,0.0694999604036329,0.0141354862642286,4.82973500751995,6.5176768368978
"LA","2003",0.2955,52,17.18,4521,73.2,0.044591904445919,34.3048882990489,0.0670378242547046,0.0127454843205488,4.82973500751995,6.5176768368978
"LA","2004",0.2715,50.9,17.24,4552,73.2,0.0456722319859402,37.5672451669596,0.0651952724020947,0.0125850749505745,4.82973500751995,6.5176768368978
"LA","2005",0.2745,51.6,15.56,4577,73.2,0.0441337120384531,43.6081931396111,0.0656841504607943,0.0125140674285533,4.82973500751995,6.5176768368978
"LA","2006",0.2715,51.7,16.4,4303,73.2,0.0488264001859168,48.2858006042296,0.0657428336586869,0.0128930343394438,4.82973500751995,6.5176768368978
"LA","2007",0.24,50.8,18.61,4376,73.2,0.0481261425959781,46.3987659963437,0.0656847775196244,0.0131102472235183,4.82973500751995,6.5176768368978
"LA","2008",0.3895,49.8,18.21,4436,73.2,0.046009918845807,47.8792605951307,0.0624841227775809,0.012758622311849,4.82973500751995,6.5176768368978
"LA","2009",0.3825,49.5,17.07,4492,73.2,0.0430765805877115,45.6159617097061,0.0593347528792447,0.0132810681140923,4.82973500751995,6.5176768368978
"LA","2010",0.3895,50.5,16.71,4545,73.2,0.0447964796479648,49.5729152915291,0.0569189410601935,0.0131486353244601,4.82973500751995,6.5176768368978
"LA","2011",0.425,51.2,17.61,4576,71.5,0.0454545454545455,50.2502185314685,0.0576532299064604,0.0126889739343071,4.82973500751995,6.5176768368978
"LA","2012",0.4915,50.2,17.03,4602,71.5,0.0428292046936115,51.1483485441113,0.057796232699632,0.0119326934425353,4.82973500751995,6.5176768368978
"LA","2013",0.5015,49.4,17.16,4626,71.5,0.0408560311284047,49.8989407695633,0.0581160329775227,0.0114880838381827,4.82973500751995,6.5176768368978
"LA","2014",0.5015,48.9,16.74,4646,71.5,0.0401205337925097,51.8160352991821,0.0582872003185329,0.0111493964747585,4.82973500751995,6.5176768368978
"LA","2015",0.5015,48.8,16.79,4667,71.5,0.039768587958003,50.3778658667238,0.0568817818389492,0.0121155258219793,4.82973500751995,6.5176768368978
"LA","2016",0.532,48.3,17.65,4681,71.5,0.0404187139500107,48.5132877590259,0.0542406989537171,0.0117410045639026,4.82973500751995,6.5176768368978
"LA","2017",0.5405,48.4,18.03,4674,71.5,0.0413778348309799,51.6074882327771,0.0538487421923224,0.0122051949421773,4.82973500751995,6.5176768368978
"LA","2018",0.537,47.8,17.9,4664,71.5,0.0417667238421955,55.033833619211,0.0536229241055293,0.0119199154873038,4.82973500751995,6.5176768368978
"LA","2019",0.5515,47.7,18.07,4658,71.5,0.0418419922713611,54.8479819665092,0.0544214132478648,0.0111331078868254,4.82973500751995,6.5176768368978
"LA","2020",0.657,45.1,19.23,4652,71.5,0.039402407566638,49.9844797936371,0.0547391837756345,0.0121017833334169,4.82973500751995,6.5176768368978
"MA","1998",-1.051,61.4,4.53,6272,92,0.013249362244898,39.7479272959184,0.110807331236191,0.00270860882278055,3.99473612473885,7.4095836694424
"MA","1999",-1.044,61.66,4.37,6317,92,0.0127829665980687,41.894000316606,0.105724882220582,0.00265767098078684,3.99473612473885,7.4095836694424
"MA","2000",-1.0415,61.19,4.29,6361,92,0.0129382172614369,45.4002515327779,0.102397845869612,0.00263124275241259,3.99473612473885,7.4095836694424
"MA","2001",-1.052,62.18,4.18,6398,92,0.0128149421694279,46.4002344482651,0.0978994145917562,0.00262613043948676,3.99473612473885,7.4095836694424
"MA","2002",-1.0535,61.8,4.23,6417,92,0.0129343930185445,47.0369954807542,0.089504647865995,0.00263432535385226,3.99473612473885,7.4095836694424
"MA","2003",-1.052,62.5,4.06,6423,92,0.0132025533239919,48.449104779698,0.0835990573966482,0.00263331732601055,3.99473612473885,7.4095836694424
"MA","2004",-1.0515,61.9,3.95,6412,92,0.0129444791016843,50.9571272613849,0.0800244056763552,0.00236113500295762,3.99473612473885,7.4095836694424
"MA","2005",-1.054,62.3,3.89,6403,92,0.0131813212556614,53.4114009058254,0.0775398961353232,0.00229806062448987,3.99473612473885,7.4095836694424
"MA","2006",-1.054,60.6,3.62,6410,92,0.0119500780031201,56.0483619344774,0.0753432972643022,0.0021628281130675,3.99473612473885,7.4095836694424
"MA","2007",-1.07,61.3,3.59,6432,92,0.012422263681592,58.849362562189,0.0730072561612654,0.00240000323585248,3.99473612473885,7.4095836694424
"MA","2008",-1.0615,59.9,3.46,6469,92,0.0118565466068944,60.4078528366054,0.0705937860711553,0.00246155612476059,3.99473612473885,7.4095836694424
"MA","2009",-1.0615,58,3.38,6518,92,0.0108008591592513,59.9117520711875,0.0659600702142263,0.00248130758811703,3.99473612473885,7.4095836694424
"MA","2010",-1.0625,57.4,3.36,6566,92,0.0110874200426439,62.6159153213524,0.0644289291011339,0.0024752787999308,3.99473612473885,7.4095836694424
"MA","2011",-1.074,56.1,3.24,6614,91.3,0.010402177199879,64.3367100090717,0.0636121626104274,0.00252391770083504,3.99473612473885,7.4095836694424
"MA","2012",-1.074,55.3,3.1,6664,91.3,0.00937875150060024,66.4641206482593,0.061994666832182,0.00256948470652295,3.99473612473885,7.4095836694424
"MA","2013",-1.072,56.6,3.24,6715,91.3,0.00990320178704393,67.6576619508563,0.0606310142273019,0.00267024628973585,3.99473612473885,7.4095836694424
"MA","2014",-1.072,55.1,3.22,6765,91.3,0.00959349593495935,69.5444937176645,0.0592221748320315,0.00260358759981824,3.99473612473885,7.4095836694424
"MA","2015",-1.08,55.4,3.14,6797,91.3,0.00981315286155657,73.3928644990437,0.0569255832180878,0.00249038360846523,3.99473612473885,7.4095836694424
"MA","2016",-1.0805,54.6,3,6827,91.3,0.00938918998095796,75.382686392266,0.0553862159752006,0.00234001443798038,3.99473612473885,7.4095836694424
"MA","2017",-1.081,54.6,2.97,6864,91.3,0.00942599067599068,77.3613053613054,0.0543330311378539,0.00220556659141078,3.99473612473885,7.4095836694424
"MA","2018",-1.0815,54.4,2.93,6886,91.3,0.00930874237583503,81.7679785071159,0.0535511881783805,0.00214684254723496,3.99473612473885,7.4095836694424
"MA","2019",-1.095,55.7,2.85,6895,91.3,0.00918056562726613,85.5553734590283,0.0528762399939092,0.00211721668400402,3.99473612473885,7.4095836694424
"MA","2020",-1.0975,55.4,2.56,6996,91.3,0.0074757004002287,83.6406946826758,0.0529002248566604,0.00221204696078312,3.99473612473885,7.4095836694424
"MD","1998",-0.655,61.6,5.97,5204,87.2,0.0146041506533436,32.6637394312068,0.0617859463024465,0.00594459231168332,4.24882490192965,7.00600982595373
"MD","1999",-0.7075,62.08,5.92,5255,87.2,0.0149571836346337,34.3028734538535,0.0592884021898796,0.00598639338168553,4.24882490192965,7.00600982595373
"MD","2000",-0.7035,61.5,5.82,5311,87.2,0.0147806439465261,36.1554132931651,0.0578906092088774,0.00613687997736185,4.24882490192965,7.00600982595373
"MD","2001",-0.7035,63.41,5.55,5375,87.2,0.0147013953488372,38.3220465116279,0.0559012800907221,0.00597238911911668,4.24882490192965,7.00600982595373
"MD","2002",-0.654,63.7,5.69,5440,87.2,0.0145404411764706,40.0435845588235,0.0514093700768194,0.00576470487606534,4.24882490192965,7.00600982595373
"MD","2003",-0.649,63.2,5.71,5496,87.2,0.0149563318777293,41.6592612809316,0.0479221203265647,0.00521201197512473,4.24882490192965,7.00600982595373
"MD","2004",-0.652,63,5.41,5547,87.2,0.0150351541373716,44.1904633135028,0.0458985481542789,0.00496870427572752,4.24882490192965,7.00600982595373
"MD","2005",-0.646,63.1,5.29,5592,87.2,0.0152002861230329,46.8705293276109,0.0439752651404059,0.00478586248068061,4.24882490192965,7.00600982595373
"MD","2006",-0.664,62.2,4.85,5627,87.2,0.0138972809667674,48.7196196907766,0.0419797369617519,0.00463981425350939,4.24882490192965,7.00600982595373
"MD","2007",-0.797,61.5,4.91,5653,87.2,0.0138864319830179,50.0558287634884,0.0404482952051828,0.00464193641206886,4.24882490192965,7.00600982595373
"MD","2008",-0.8695,60.5,4.66,5685,87.2,0.0131222515391381,51.9613368513632,0.0394787197732581,0.00449129241901668,4.24882490192965,7.00600982595373
"MD","2009",-0.861,59.6,4.67,5730,87.2,0.0124607329842932,52.1994240837696,0.0377796901124788,0.00449593790938292,4.24882490192965,7.00600982595373
"MD","2010",-0.861,59.5,4.57,5789,87.2,0.0123337363966143,54.366609086198,0.0365609056484658,0.00464876588896289,4.24882490192965,7.00600982595373
"MD","2011",-0.9025,58,4.31,5840,85.6,0.0114554794520548,55.8700684931507,0.0356851239815486,0.0045736790324196,4.24882490192965,7.00600982595373
"MD","2012",-0.9025,57.1,4.18,5888,85.6,0.0105978260869565,56.4747792119565,0.0341914490844536,0.00496288089609268,4.24882490192965,7.00600982595373
"MD","2013",-0.903,56.2,4.23,5925,85.6,0.0103966244725738,57.4814514767932,0.0334329610673362,0.0048294121906453,4.24882490192965,7.00600982595373
"MD","2014",-0.903,56.8,4.2,5960,85.6,0.0107718120805369,59.1881375838926,0.032127034881338,0.004905961070594,4.24882490192965,7.00600982595373
"MD","2015",-0.8585,55.7,4.09,5989,85.6,0.0104024044080815,61.7345299716146,0.0317155759340315,0.00476612090715057,4.24882490192965,7.00600982595373
"MD","2016",-0.88,55.2,3.85,6007,85.6,0.0100715831529882,64.5469285833195,0.0313796182246657,0.00509474693384618,4.24882490192965,7.00600982595373
"MD","2017",-0.8825,52.5,3.68,6028,85.6,0.00912408759124088,66.3830457863305,0.0318615271795568,0.00525042867680812,4.24882490192965,7.00600982595373
"MD","2018",-0.8995,53.1,3.78,6042,85.6,0.0102118503806687,67.9927507447865,0.0321159477134284,0.00482955597661882,4.24882490192965,7.00600982595373
"MD","2019",-1,51.7,3.68,6055,85.6,0.00939719240297275,69.4254830718415,0.0325514382960768,0.00462033336582513,4.24882490192965,7.00600982595373
"MD","2020",-1.028,49.7,3.44,6173,85.6,0.00779199740806739,66.5690912036287,0.0328839593506373,0.00452135113158029,4.24882490192965,7.00600982595373
"ME","1998",-0.457,44.7,9.48,1259,38.7,0.0153296266878475,25.5410643367752,0.113839709115779,0.0140913741928417,3.78337896002198,7.4418558494363
"ME","1999",-0.413,44.76,9.29,1267,38.7,0.0159668508287293,27.1611681136543,0.11082276614568,0.0137553655100102,3.78337896002198,7.4418558494363
"ME","2000",-0.413,45.08,9.56,1277,38.7,0.0173844949099452,28.8882537196554,0.10600620632392,0.0134279034588841,3.78337896002198,7.4418558494363
"ME","2001",-0.4025,45.43,8.61,1286,38.7,0.017402799377916,30.0199844479005,0.0999699077042626,0.0138411863220993,3.78337896002198,7.4418558494363
"ME","2002",-0.574,46.7,8.46,1296,38.7,0.0184413580246914,31.2239197530864,0.0914172237365529,0.0138262953851213,3.78337896002198,7.4418558494363
"ME","2003",-0.366,48.8,8.24,1307,38.7,0.0182096403978577,32.3758224942617,0.0859366740004934,0.0136074372051575,3.78337896002198,7.4418558494363
"ME","2004",-0.3755,47.5,8.17,1314,38.7,0.0183409436834094,34.4063926940639,0.0835811839873206,0.0123141120095095,3.78337896002198,7.4418558494363
"ME","2005",-0.4805,45.8,8.15,1319,38.7,0.0175132676269901,35.6925701288855,0.0805261076926879,0.0120036078780241,3.78337896002198,7.4418558494363
"ME","2006",-0.4685,44.9,7.71,1324,38.7,0.016012084592145,37.0433534743202,0.078500944217767,0.0113550748035733,3.78337896002198,7.4418558494363
"ME","2007",-0.611,44,8.13,1327,38.7,0.0157498116051243,38.0250941974378,0.0775158981120275,0.0121365348092287,3.78337896002198,7.4418558494363
"ME","2008",-0.624,40.2,8.33,1331,38.7,0.01427498121713,38.1015777610819,0.0768727323946398,0.0124520979751225,3.78337896002198,7.4418558494363
"ME","2009",-0.6925,41.8,7.7,1330,38.7,0.0137593984962406,38.4389473684211,0.0718365929551198,0.0126937254622742,3.78337896002198,7.4418558494363
"ME","2010",-0.6925,40,7.7,1328,38.7,0.0134036144578313,39.3495481927711,0.0696550983402516,0.0128748965421382,3.78337896002198,7.4418558494363
"ME","2011",0.312,39.3,7.77,1328,38.6,0.0130271084337349,39.589984939759,0.0699634322111239,0.0133305639999245,3.78337896002198,7.4418558494363
"ME","2012",0.349,38,7.48,1328,38.6,0.0117469879518072,40.4214608433735,0.0699275603277039,0.0139057067103003,3.78337896002198,7.4418558494363
"ME","2013",-0.754,37.6,7.78,1329,38.6,0.0123401053423627,40.9857787810384,0.0695821957186697,0.0144515432152537,3.78337896002198,7.4418558494363
"ME","2014",-0.754,38.3,7.68,1331,38.6,0.0123215627347859,42.3822689706987,0.0683159269412474,0.0142297101154384,3.78337896002198,7.4418558494363
"ME","2015",-0.091,38.2,7.8,1329,38.6,0.0125658389766742,43.7406320541761,0.0684324737382223,0.0138981074865354,3.78337896002198,7.4418558494363
"ME","2016",-0.105,39.4,7.06,1332,38.6,0.0121621621621622,45.236036036036,0.0680948654274859,0.0132631128217348,3.78337896002198,7.4418558494363
"ME","2017",-0.1915,38.5,6.82,1336,38.6,0.0115269461077844,46.597005988024,0.0676343673586805,0.0127187514982979,3.78337896002198,7.4418558494363
"ME","2018",-0.1695,37.7,6.68,1340,38.6,0.011044776119403,48.8635074626866,0.0676843010813847,0.0125189888117092,3.78337896002198,7.4418558494363
"ME","2019",-0.8785,37.6,6.45,1346,38.6,0.0106983655274889,51.0329866270431,0.068686161278644,0.0124160934411927,3.78337896002198,7.4418558494363
"ME","2020",-0.901,38.1,6.09,1364,38.6,0.00989736070381232,51.8621700879765,0.0673421875019217,0.0126995293327643,3.78337896002198,7.4418558494363
"MI","1998",-0.0455,65.5,7.53,9848,74.6,0.0194049553208773,31.7514317627945,0.167995906031916,0.0135366571747534,3.86346672803704,7.499226068806
"MI","1999",0.4365,64.66,7.51,9897,74.6,0.0201050823481863,34.1833282812974,0.167196472836238,0.0137217914217703,3.86346672803704,7.499226068806
"MI","2000",0.4345,63.22,7.36,9952,74.6,0.0195538585209003,35.3850884244373,0.162206523746178,0.0131006099090384,3.86346672803704,7.499226068806
"MI","2001",0.4865,61.83,7.3,9991,74.6,0.0189730757681914,35.0200980882794,0.152983939599736,0.0132262652046134,3.86346672803704,7.499226068806
"MI","2002",0.5085,60.3,7.24,10016,74.6,0.0188498402555911,36.3079872204473,0.141640741841798,0.0127421162157836,3.86346672803704,7.499226068806
"MI","2003",0.5085,61.2,7.22,10041,74.6,0.0186336022308535,37.2646349965143,0.134577422625889,0.0127740009607331,3.86346672803704,7.499226068806
"MI","2004",0.513,60.6,7.05,10055,74.6,0.0187866732968672,38.3511785181502,0.130068017705198,0.0127238046604812,3.86346672803704,7.499226068806
"MI","2005",0.456,60,7.03,10051,74.6,0.0189135409411999,39.8237886777435,0.125743915791728,0.0122803123321905,3.86346672803704,7.499226068806
"MI","2006",0.4545,60.9,6.77,10036,74.6,0.0178656835392587,40.0427461139896,0.121648473148023,0.0119211615413679,3.86346672803704,7.499226068806
"MI","2007",-0.0145,60.6,6.76,10001,74.6,0.0181981801819818,40.9574442555744,0.117106127754671,0.0129003625558557,3.86346672803704,7.499226068806
"MI","2008",-0.0145,59.9,6.93,9947,74.6,0.0176435106062129,39.2501156127476,0.111045392753886,0.0122248009964044,3.86346672803704,7.499226068806
"MI","2009",-0.0675,61.3,7.02,9902,74.6,0.0166431024035548,37.2383154918198,0.0958284198200837,0.0128173092528085,3.86346672803704,7.499226068806
"MI","2010",-0.0725,59.7,6.88,9878,74.6,0.0169568738611055,39.4860295606398,0.09756479528584,0.0125523560677065,3.86346672803704,7.499226068806
"MI","2011",0.575,57.8,6.8,9883,73.5,0.0164423757968228,40.9344025093595,0.102148475653494,0.0135551461057536,3.86346672803704,7.499226068806
"MI","2012",0.5715,57.7,6.42,9898,73.5,0.0157001414427157,42.7047080218226,0.105674700001299,0.0125910427185312,3.86346672803704,7.499226068806
"MI","2013",0.508,57.5,6.68,9915,73.5,0.0165405950579929,44.1023096318709,0.107542239739912,0.0126483925707578,3.86346672803704,7.499226068806
"MI","2014",0.5165,56.3,6.7,9932,73.5,0.0165122835279903,45.4866290777286,0.109492157156932,0.0124833982130306,3.86346672803704,7.499226068806
"MI","2015",0.5585,56.2,6.37,9934,73.5,0.01655929132273,47.8139017515603,0.111234571783434,0.012590504418137,3.86346672803704,7.499226068806
"MI","2016",0.554,53.8,6.2,9954,73.5,0.0155213984327908,49.2529636327105,0.112542556726909,0.0120447441287724,3.86346672803704,7.499226068806
"MI","2017",0.516,54.2,6.11,9977,73.5,0.0156058935551769,50.3287962313321,0.114184892257144,0.0109329569026799,3.86346672803704,7.499226068806
"MI","2018",0.554,54.6,6.24,9987,73.5,0.0163913087013117,52.0922298988685,0.114654945248763,0.0111652909596681,3.86346672803704,7.499226068806
"MI","2019",0.4825,53.4,6.16,9985,73.5,0.0159539308963445,53.3016524787181,0.114116123042768,0.0111551550584406,3.86346672803704,7.499226068806
"MI","2020",0.4535,51.6,5.82,10070,73.5,0.0135948361469712,51.6489870903674,0.107886960416249,0.011287662120358,3.86346672803704,7.499226068806
"MN","1998",-0.639,59.4,7.26,4813,73.3,0.0190733430292957,34.6779139829628,0.128182577516244,0.0314799416566648,3.85406926946964,7.71220988567249
"MN","1999",-0.18,58.16,7.33,4873,73.3,0.0189985635132362,36.0679868664067,0.125148798055593,0.0312554978904988,3.85406926946964,7.71220988567249
"MN","2000",-0.18,58.93,7.06,4934,73.3,0.0198824483177949,38.8153627888123,0.122336784615495,0.0302242372714456,3.85406926946964,7.71220988567249
"MN","2001",-0.155,58.96,6.95,4983,73.3,0.0190467589805338,39.3349588601244,0.116413519328563,0.0303056828047223,3.85406926946964,7.71220988567249
"MN","2002",-0.155,59.1,7.04,5019,73.3,0.0193863319386332,40.5885236102809,0.11044938353275,0.0276310711957355,3.85406926946964,7.71220988567249
"MN","2003",0.023,60.9,7.06,5054,73.3,0.0201622477245746,42.683379501385,0.106597466635913,0.0270342622016294,3.85406926946964,7.71220988567249
"MN","2004",0.023,59.6,6.76,5088,73.3,0.019811320754717,45.4534394654088,0.104723518784795,0.0256930280573683,3.85406926946964,7.71220988567249
"MN","2005",-0.1675,58.6,6.58,5120,73.3,0.0198828125,47.92587890625,0.104060201924,0.0252362948137961,3.85406926946964,7.71220988567249
"MN","2006",-0.1675,58.2,6.48,5164,73.3,0.0191905499612703,48.8566808675445,0.102541011884908,0.0238364685238468,3.85406926946964,7.71220988567249
"MN","2007",-0.679,57.3,6.63,5207,73.3,0.0193201459573651,50.3289994238525,0.100195319947632,0.0236962781875778,3.85406926946964,7.71220988567249
"MN","2008",-0.6985,56.2,6.63,5247,73.3,0.0190585096245474,50.9663807890223,0.098650032485091,0.0230265555339083,3.85406926946964,7.71220988567249
"MN","2009",-0.693,54.6,6.44,5281,73.3,0.0174588146184435,49.6286498769173,0.0917808199174972,0.0250747271200672,3.85406926946964,7.71220988567249
"MN","2010",-0.693,53.4,6.47,5311,73.3,0.017303709282621,51.6345885897194,0.0896453207404573,0.0250380814014895,3.85406926946964,7.71220988567249
"MN","2011",0.539,53.3,6.31,5347,71.9,0.0170936974004114,53.6823078361698,0.0909796645866082,0.0236928912389921,3.85406926946964,7.71220988567249
"MN","2012",0.539,51.8,6.09,5378,71.9,0.016065451840833,55.4719784306434,0.0913494126588172,0.0233515762470873,3.85406926946964,7.71220988567249
"MN","2013",-0.6645,52.4,6.18,5415,71.9,0.0167682363804247,57.4563988919668,0.0908978664281656,0.0224826608616413,3.85406926946964,7.71220988567249
"MN","2014",-0.6645,52.2,6.19,5453,71.9,0.017586649550706,59.5546304786356,0.0909034401041161,0.0214633970369096,3.85406926946964,7.71220988567249
"MN","2015",0.028,51.1,5.71,5484,71.9,0.0162837345003647,61.1834792122538,0.0909651608555921,0.0217633052506216,3.85406926946964,7.71220988567249
"MN","2016",0.028,50.5,5.69,5525,71.9,0.0164886877828054,62.2734479638009,0.0904773417230642,0.0207574447233449,3.85406926946964,7.71220988567249
"MN","2017",0.5615,50.7,5.7,5569,71.9,0.0163943257317292,63.5059974860837,0.0898473031915833,0.0199457227921977,3.85406926946964,7.71220988567249
"MN","2018",0.5695,50.9,5.79,5609,71.9,0.0169014084507042,66.3239971474416,0.0895349145075114,0.0198364284314816,3.85406926946964,7.71220988567249
"MN","2019",-0.1965,49.3,5.62,5640,71.9,0.0163297872340426,68.0774113475177,0.0895895087486574,0.0204919148706689,3.85406926946964,7.71220988567249
"MN","2020",-0.1965,47.4,5.31,5710,71.9,0.0137302977232925,65.9920140105079,0.0896990599573776,0.0213488802205186,3.85406926946964,7.71220988567249
"MO","1998",-0.1685,71.6,7.98,5522,70.4,0.0237232886635277,30.6923940601231,0.114069768678417,0.037566568318266,4.39099853767141,7.40098629831654
"MO","1999",-0.1605,71.16,7.93,5562,70.4,0.0236587558432219,31.9557713052859,0.111171260604513,0.0363145506233945,4.39099853767141,7.40098629831654
"MO","2000",-0.158,71.25,7.48,5607,70.4,0.0225967540574282,33.2887462100945,0.107490796192052,0.0357541072119016,4.39099853767141,7.40098629831654
"MO","2001",0.052,71.72,7.67,5641,70.4,0.0234958340719731,33.7984577202624,0.101669456433004,0.0355137544460996,4.39099853767141,7.40098629831654
"MO","2002",0.0525,71.9,7.59,5675,70.4,0.0234713656387665,34.8119295154185,0.0967027890481431,0.0338972055409179,4.39099853767141,7.40098629831654
"MO","2003",0.7075,72.7,7.45,5709,70.4,0.0246452968996322,36.0112979506043,0.092928923436468,0.0322755677488188,4.39099853767141,7.40098629831654
"MO","2004",0.7075,72.9,7.29,5748,70.4,0.024669450243563,37.7669102296451,0.092481040896468,0.0307212221219247,4.39099853767141,7.40098629831654
"MO","2005",0.801,72.6,7.46,5790,70.4,0.0249568221070812,39.3732815198618,0.0902643932099698,0.0301859622369809,4.39099853767141,7.40098629831654
"MO","2006",0.8335,72.5,7.36,5843,70.4,0.0244908437446517,40.456272462776,0.0886550698338937,0.0289758169593851,4.39099853767141,7.40098629831654
"MO","2007",0.799,71.8,7.42,5888,70.4,0.0240489130434783,41.496484375,0.0858663834402766,0.0286527458915856,4.39099853767141,7.40098629831654
"MO","2008",0.7865,71,7.13,5924,70.4,0.0233625928426739,42.8841661039838,0.0828017923545257,0.0287793377246718,4.39099853767141,7.40098629831654
"MO","2009",0.807,70.3,6.91,5961,70.4,0.022160711290052,42.4958396242241,0.075947257768459,0.0291190532560504,4.39099853767141,7.40098629831654
"MO","2010",0.807,71.1,7.11,5996,70.4,0.0228318879252835,43.3315710473649,0.0732071773333556,0.0294471745249439,4.39099853767141,7.40098629831654
"MO","2011",0.919,71.3,6.96,6011,69.5,0.022758276493096,43.5979204791216,0.0737294701999031,0.0288634209874153,4.39099853767141,7.40098629831654
"MO","2012",0.919,70.8,6.59,6026,69.5,0.021423830069698,45.0605874543644,0.0739983872727762,0.0281598045453966,4.39099853767141,7.40098629831654
"MO","2013",0.9935,71.4,6.74,6043,69.5,0.0221578686083071,46.429091510839,0.0746992357746423,0.0278753940523855,4.39099853767141,7.40098629831654
"MO","2014",1.0015,70.5,6.92,6059,69.5,0.0220333388347912,47.4513120977059,0.0747461886599428,0.0268219929055144,4.39099853767141,7.40098629831654
"MO","2015",1.0545,69.5,6.56,6075,69.5,0.0205267489711934,48.8772510288066,0.0751552936046854,0.0268982282209421,4.39099853767141,7.40098629831654
"MO","2016",1.0545,69,6.38,6091,69.5,0.019537021835495,49.4031357740929,0.0750792518827642,0.0265536706369849,4.39099853767141,7.40098629831654
"MO","2017",1.0945,70.2,6.19,6111,69.5,0.0203730976926853,50.4012927507773,0.0750456452882633,0.0252867268239579,4.39099853767141,7.40098629831654
